Rule,Confidence,Support,Lift
"(""'T1033'"",) -> (""'T1071'"",)",0.7,0.16890080428954424,1.577643504531722
"(""'T1033'"",) -> (""'T1082'"",)",0.8555555555555555,0.2064343163538874,1.9638290598290598
"(""'T1218'"",) -> (""'T1027'"",)",0.768,0.128686327077748,1.5826740331491713
"(""'T1497'"",) -> (""'T1027'"",)",0.8235294117647058,0.0938337801608579,1.697107572310692
"(""'T1518'"",) -> (""'T1027'"",)",0.7217391304347827,0.11126005361930295,1.487340859956762
"(""'T1548'"",) -> (""'T1027'"",)",0.7037037037037037,0.05093833780160858,1.4501739308369141
"(""'T1204'"",) -> (""'T1027'"",)",0.7328767123287672,0.14343163538873996,1.5102928933625976
"(""'T1566'"",) -> (""'T1027'"",)",0.7338709677419355,0.12198391420911528,1.5123418285510604
"(""'T1574'"",) -> (""'T1027'"",)",0.7236842105263158,0.07372654155495978,1.4913492294271589
"(""'T1033'"",) -> (""'T1059'"",)",0.7333333333333333,0.1769436997319035,1.3025396825396827
"(""'T1553'"",) -> (""'T1027'"",)",0.7536231884057971,0.06970509383378017,1.55304668107935
"(""'T1070'"", ""'T1113'"") -> (""'T1057'"",)",0.7123287671232876,0.06970509383378017,2.280674936798166
"(""'T1057'"", ""'T1204'"") -> (""'T1071'"",)",0.7894736842105263,0.06032171581769437,1.7792971855620925
"(""'T1057'"", ""'T1112'"") -> (""'T1071'"",)",0.7,0.05630026809651475,1.5776435045317223
"(""'T1057'"", ""'T1071'"") -> (""'T1105'"",)",0.7338129496402878,0.13672922252010725,1.4036524626452687
"(""'T1057'"", ""'T1071'"") -> (""'T1082'"",)",0.7697841726618705,0.14343163538873996,1.7669507470946322
"(""'T1057'"", ""'T1560'"") -> (""'T1070'"",)",0.7169811320754716,0.05093833780160858,1.980992313067785
"(""'T1057'"", ""'T1543'"") -> (""'T1070'"",)",0.711864406779661,0.05630026809651475,1.9668549905838042
"(""'T1057'"", ""'T1218'"") -> (""'T1070'"",)",0.7213114754098361,0.058981233243967826,1.9929568913175468
"(""'T1057'"", ""'T1113'"") -> (""'T1070'"",)",0.7123287671232876,0.06970509383378017,1.9681380010147134
"(""'T1057'"", ""'T1070'"") -> (""'T1105'"",)",0.7401574803149606,0.1260053619302949,1.4157884110640016
"(""'T1057'"", ""'T1518'"") -> (""'T1059'"",)",0.7727272727272727,0.06836461126005362,1.3725108225108227
"(""'T1057'"", ""'T1070'"") -> (""'T1082'"",)",0.8188976377952756,0.13941018766756033,1.8796850393700788
"(""'T1057'"", ""'T1573'"") -> (""'T1059'"",)",0.7857142857142857,0.08847184986595175,1.3955782312925171
"(""'T1057'"", ""'T1566'"") -> (""'T1059'"",)",0.9375,0.06032171581769437,1.6651785714285714
"(""'T1057'"", ""'T1564'"") -> (""'T1059'"",)",0.8444444444444444,0.05093833780160858,1.4998941798941798
"(""'T1057'"", ""'T1562'"") -> (""'T1059'"",)",0.82,0.054959785522788206,1.4564761904761905
"(""'T1057'"", ""'T1560'"") -> (""'T1059'"",)",0.7169811320754716,0.05093833780160858,1.2734950584007187
"(""'T1057'"", ""'T1555'"") -> (""'T1059'"",)",0.8163265306122449,0.05361930294906166,1.4499514091350827
"(""'T1057'"", ""'T1547'"") -> (""'T1059'"",)",0.8392857142857143,0.1260053619302949,1.4907312925170069
"(""'T1057'"", ""'T1543'"") -> (""'T1059'"",)",0.7627118644067796,0.06032171581769437,1.3547215496368037
"(""'T1057'"", ""'T1070'"") -> (""'T1083'"",)",0.7795275590551181,0.13270777479892762,2.137968967114405
"(""'T1057'"", ""'T1547'"") -> (""'T1071'"",)",0.7321428571428571,0.10991957104557641,1.6500863185153214
"(""'T1057'"", ""'T1573'"") -> (""'T1082'"",)",0.75,0.08445040214477212,1.7215384615384617
"(""'T1057'"", ""'T1573'"") -> (""'T1071'"",)",0.7142857142857143,0.08042895442359249,1.609840310746655
"(""'T1057'"", ""'T1218'"") -> (""'T1059'"",)",0.8688524590163934,0.07104557640750671,1.5432474629195942
"(""'T1057'"", ""'T1566'"") -> (""'T1082'"",)",0.8125,0.05227882037533512,1.865
"(""'T1057'"", ""'T1562'"") -> (""'T1082'"",)",0.82,0.054959785522788206,1.8822153846153848
"(""'T1057'"", ""'T1560'"") -> (""'T1082'"",)",0.8301886792452831,0.058981233243967826,1.9056023222060956
"(""'T1057'"", ""'T1555'"") -> (""'T1082'"",)",0.8163265306122449,0.05361930294906166,1.8737833594976454
"(""'T1082'"", ""'T1555'"") -> (""'T1057'"",)",0.7407407407407407,0.05361930294906166,2.3716420282943886
"(""'T1057'"", ""'T1547'"") -> (""'T1082'"",)",0.8482142857142857,0.12734584450402145,1.946978021978022
"(""'T1057'"", ""'T1543'"") -> (""'T1082'"",)",0.7627118644067796,0.06032171581769437,1.7507170795306388
"(""'T1057'"", ""'T1518'"") -> (""'T1082'"",)",0.8939393939393939,0.07908847184986595,2.051934731934732
"(""'T1057'"", ""'T1218'"") -> (""'T1082'"",)",0.819672131147541,0.06702412868632708,1.8814627994955864
"(""'T1057'"", ""'T1204'"") -> (""'T1082'"",)",0.8070175438596491,0.06166219839142091,1.8524156545209176
"(""'T1057'"", ""'T1140'"") -> (""'T1082'"",)",0.7741935483870968,0.09651474530831099,1.7770719602977667
"(""'T1057'"", ""'T1132'"") -> (""'T1082'"",)",0.9069767441860465,0.05227882037533512,2.081860465116279
"(""'T1057'"", ""'T1113'"") -> (""'T1082'"",)",0.863013698630137,0.08445040214477212,1.9809483667017913
"(""'T1082'"", ""'T1113'"") -> (""'T1057'"",)",0.7,0.08445040214477212,2.2412017167381975
"(""'T1057'"", ""'T1112'"") -> (""'T1082'"",)",0.8333333333333334,0.06702412868632708,1.912820512820513
"(""'T1057'"", ""'T1106'"") -> (""'T1082'"",)",0.7380952380952381,0.08310991957104558,1.6942124542124544
"(""'T1057'"", ""'T1082'"") -> (""'T1105'"",)",0.7352941176470589,0.1675603217158177,1.4064856711915534
"(""'T1057'"", ""'T1105'"") -> (""'T1082'"",)",0.8169934640522876,0.1675603217158177,1.875314228255405
"(""'T1057'"", ""'T1082'"") -> (""'T1083'"",)",0.7352941176470589,0.1675603217158177,2.016652249134948
"(""'T1057'"", ""'T1083'"") -> (""'T1082'"",)",0.8169934640522876,0.1675603217158177,1.875314228255405
"(""'T1057'"", ""'T1560'"") -> (""'T1071'"",)",0.7547169811320755,0.05361930294906166,1.700963347204013
"(""'T1057'"", ""'T1204'"") -> (""'T1059'"",)",0.8947368421052632,0.06836461126005362,1.5892230576441104
"(""'T1056'"", ""'T1112'"") -> (""'T1071'"",)",0.7959183673469388,0.05227882037533512,1.793822060546273
"(""'T1057'"", ""'T1113'"") -> (""'T1059'"",)",0.7671232876712328,0.07506702412868632,1.3625570776255707
"(""'T1056'"", ""'T1070'"") -> (""'T1083'"",)",0.75,0.08042895442359249,2.0569852941176467
"(""'T1056'"", ""'T1083'"") -> (""'T1070'"",)",0.7142857142857143,0.08042895442359249,1.9735449735449733
"(""'T1056'"", ""'T1070'"") -> (""'T1082'"",)",0.7625,0.08176943699731903,1.7502307692307693
"(""'T1056'"", ""'T1573'"") -> (""'T1059'"",)",0.8545454545454545,0.06300268096514745,1.517835497835498
"(""'T1056'"", ""'T1547'"") -> (""'T1059'"",)",0.8518518518518519,0.09249329758713137,1.5130511463844798
"(""'T1056'"", ""'T1543'"") -> (""'T1059'"",)",0.8333333333333334,0.05361930294906166,1.4801587301587302
"(""'T1056'"", ""'T1140'"") -> (""'T1059'"",)",0.9038461538461539,0.06300268096514745,1.6054029304029305
"(""'T1056'"", ""'T1113'"") -> (""'T1059'"",)",0.7375,0.07908847184986595,1.309940476190476
"(""'T1056'"", ""'T1112'"") -> (""'T1059'"",)",0.8571428571428571,0.05630026809651475,1.522448979591837
"(""'T1056'"", ""'T1059'"") -> (""'T1105'"",)",0.780952380952381,0.10991957104557641,1.4938217338217339
"(""'T1056'"", ""'T1105'"") -> (""'T1059'"",)",0.8541666666666666,0.10991957104557641,1.5171626984126985
"(""'T1056'"", ""'T1083'"") -> (""'T1059'"",)",0.8095238095238095,0.09115281501340483,1.4378684807256237
"(""'T1056'"", ""'T1082'"") -> (""'T1059'"",)",0.782608695652174,0.09651474530831099,1.390062111801242
"(""'T1056'"", ""'T1071'"") -> (""'T1059'"",)",0.7906976744186046,0.09115281501340483,1.4044296788482835
"(""'T1056'"", ""'T1070'"") -> (""'T1059'"",)",0.8,0.08579088471849866,1.420952380952381
"(""'T1056'"", ""'T1057'"") -> (""'T1105'"",)",0.75,0.07640750670241286,1.4346153846153844
"(""'T1056'"", ""'T1057'"") -> (""'T1083'"",)",0.7236842105263158,0.07372654155495978,1.9848103715170278
"(""'T1056'"", ""'T1057'"") -> (""'T1082'"",)",0.8421052631578947,0.08579088471849866,1.9329554655870445
"(""'T1056'"", ""'T1057'"") -> (""'T1059'"",)",0.8289473684210527,0.08445040214477212,1.4723684210526315
"(""'T1055'"", ""'T1573'"") -> (""'T1105'"",)",0.7959183673469388,0.05227882037533512,1.5224489795918368
"(""'T1057'"", ""'T1112'"") -> (""'T1083'"",)",0.7166666666666667,0.057640750670241284,1.965563725490196
"(""'T1056'"", ""'T1070'"") -> (""'T1105'"",)",0.7125,0.07640750670241286,1.3628846153846153
"(""'T1057'"", ""'T1140'"") -> (""'T1059'"",)",0.7741935483870968,0.09651474530831099,1.375115207373272
"(""'T1056'"", ""'T1140'"") -> (""'T1070'"",)",0.75,0.05227882037533512,2.072222222222222
"(""'T1056'"", ""'T1140'"") -> (""'T1071'"",)",0.7307692307692307,0.05093833780160858,1.6469904717638857
"(""'T1057'"", ""'T1112'"") -> (""'T1059'"",)",0.8666666666666667,0.06970509383378017,1.5393650793650795
"(""'T1057'"", ""'T1106'"") -> (""'T1059'"",)",0.7738095238095238,0.0871313672922252,1.3744331065759638
"(""'T1057'"", ""'T1059'"") -> (""'T1105'"",)",0.7090909090909091,0.15683646112600536,1.3563636363636364
"(""'T1057'"", ""'T1105'"") -> (""'T1059'"",)",0.7647058823529411,0.15683646112600536,1.358263305322129
"(""'T1057'"", ""'T1083'"") -> (""'T1059'"",)",0.7124183006535948,0.14611260053619302,1.2653906006847182
"(""'T1057'"", ""'T1059'"") -> (""'T1082'"",)",0.7575757575757576,0.1675603217158177,1.7389277389277389
"(""'T1057'"", ""'T1082'"") -> (""'T1059'"",)",0.7352941176470589,0.1675603217158177,1.3060224089635855
"(""'T1057'"", ""'T1071'"") -> (""'T1059'"",)",0.7482014388489209,0.13941018766756033,1.3289482699554642
"(""'T1057'"", ""'T1070'"") -> (""'T1059'"",)",0.8031496062992126,0.13672922252010725,1.426546681664792
"(""'T1056'"", ""'T1573'"") -> (""'T1105'"",)",0.7818181818181819,0.057640750670241284,1.4954778554778554
"(""'T1056'"", ""'T1547'"") -> (""'T1105'"",)",0.7530864197530864,0.08176943699731903,1.4405191516302627
"(""'T1056'"", ""'T1140'"") -> (""'T1105'"",)",0.8076923076923077,0.05630026809651475,1.5449704142011835
"(""'T1056'"", ""'T1112'"") -> (""'T1105'"",)",0.8367346938775511,0.054959785522788206,1.600523286237572
"(""'T1056'"", ""'T1083'"") -> (""'T1105'"",)",0.7380952380952381,0.08310991957104558,1.4118437118437117
"(""'T1056'"", ""'T1573'"") -> (""'T1082'"",)",0.7090909090909091,0.05227882037533512,1.6276363636363635
"(""'T1056'"", ""'T1547'"") -> (""'T1082'"",)",0.7407407407407407,0.08042895442359249,1.7002849002849003
"(""'T1056'"", ""'T1140'"") -> (""'T1082'"",)",0.7884615384615384,0.054959785522788206,1.8098224852071005
"(""'T1056'"", ""'T1082'"") -> (""'T1105'"",)",0.7717391304347826,0.09517426273458444,1.4761984392419172
"(""'T1056'"", ""'T1105'"") -> (""'T1082'"",)",0.7395833333333334,0.09517426273458444,1.697628205128205
"(""'T1056'"", ""'T1082'"") -> (""'T1083'"",)",0.7282608695652174,0.08981233243967829,1.9973625319693096
"(""'T1056'"", ""'T1083'"") -> (""'T1082'"",)",0.7976190476190477,0.08981233243967829,1.830842490842491
"(""'T1056'"", ""'T1071'"") -> (""'T1105'"",)",0.7558139534883721,0.0871313672922252,1.445736434108527
"(""'T1057'"", ""'T1113'"") -> (""'T1083'"",)",0.7534246575342466,0.07372654155495978,2.066377921031426
"(""'T1071'"", ""'T1090'"") -> (""'T1059'"",)",0.7169811320754716,0.05093833780160858,1.2734950584007187
"(""'T1083'"", ""'T1218'"") -> (""'T1057'"",)",0.7090909090909091,0.05227882037533512,2.270308232539992
"(""'T1071'"", ""'T1566'"") -> (""'T1059'"",)",0.9428571428571428,0.08847184986595175,1.6746938775510203
"(""'T1071'"", ""'T1564'"") -> (""'T1059'"",)",0.8135593220338984,0.064343163538874,1.4450363196125908
"(""'T1071'"", ""'T1562'"") -> (""'T1059'"",)",0.8333333333333334,0.05361930294906166,1.4801587301587302
"(""'T1071'"", ""'T1560'"") -> (""'T1059'"",)",0.7297297297297297,0.07238605898123325,1.2961389961389962
"(""'T1071'"", ""'T1555'"") -> (""'T1059'"",)",0.7884615384615384,0.054959785522788206,1.4004578754578756
"(""'T1059'"", ""'T1547'"") -> (""'T1071'"",)",0.7150837988826816,0.17158176943699732,1.6116390150044726
"(""'T1071'"", ""'T1547'"") -> (""'T1059'"",)",0.8421052631578947,0.17158176943699732,1.4957393483709274
"(""'T1071'"", ""'T1543'"") -> (""'T1059'"",)",0.75,0.07238605898123325,1.3321428571428573
"(""'T1071'"", ""'T1518'"") -> (""'T1059'"",)",0.7671232876712328,0.07506702412868632,1.3625570776255707
"(""'T1059'"", ""'T1497'"") -> (""'T1071'"",)",0.75,0.064343163538874,1.690332326283988
"(""'T1071'"", ""'T1497'"") -> (""'T1059'"",)",0.8135593220338984,0.064343163538874,1.4450363196125908
"(""'T1071'"", ""'T1218'"") -> (""'T1059'"",)",0.8375,0.08981233243967829,1.4875595238095238
"(""'T1071'"", ""'T1204'"") -> (""'T1059'"",)",0.872093023255814,0.10053619302949061,1.5490033222591362
"(""'T1071'"", ""'T1140'"") -> (""'T1059'"",)",0.7573529411764706,0.1380697050938338,1.345203081232493
"(""'T1059'"", ""'T1132'"") -> (""'T1071'"",)",0.8235294117647058,0.0938337801608579,1.8560511818020258
"(""'T1071'"", ""'T1132'"") -> (""'T1059'"",)",0.8433734939759037,0.0938337801608579,1.497991967871486
"(""'T1071'"", ""'T1113'"") -> (""'T1059'"",)",0.7875,0.08445040214477212,1.39875
"(""'T1071'"", ""'T1112'"") -> (""'T1059'"",)",0.8055555555555556,0.0777479892761394,1.4308201058201058
"(""'T1071'"", ""'T1106'"") -> (""'T1059'"",)",0.7934782608695652,0.09785522788203753,1.4093685300207037
"(""'T1059'"", ""'T1071'"") -> (""'T1105'"",)",0.7617021276595745,0.23994638069705093,1.456999454446263
"(""'T1071'"", ""'T1105'"") -> (""'T1059'"",)",0.7649572649572649,0.23994638069705093,1.3587098087098086
"(""'T1071'"", ""'T1573'"") -> (""'T1059'"",)",0.7540983606557377,0.12332439678284182,1.3394223263075722
"(""'T1059'"", ""'T1102'"") -> (""'T1071'"",)",0.7142857142857143,0.06032171581769437,1.609840310746655
"(""'T1059'"", ""'T1573'"") -> (""'T1071'"",)",0.7131782945736435,0.12332439678284182,1.6073444342958851
"(""'T1074'"", ""'T1083'"") -> (""'T1059'"",)",0.7307692307692307,0.05093833780160858,1.297985347985348
"(""'T1059'"", ""'T1497'"") -> (""'T1082'"",)",0.765625,0.06568364611260054,1.7574038461538461
"(""'T1082'"", ""'T1497'"") -> (""'T1059'"",)",0.7903225806451613,0.06568364611260054,1.403763440860215
"(""'T1082'"", ""'T1218'"") -> (""'T1059'"",)",0.8227848101265823,0.0871313672922252,1.4614225437010249
"(""'T1082'"", ""'T1204'"") -> (""'T1059'"",)",0.8607594936708861,0.09115281501340483,1.5288728149487645
"(""'T1082'"", ""'T1140'"") -> (""'T1059'"",)",0.75,0.13270777479892762,1.3321428571428573
"(""'T1059'"", ""'T1132'"") -> (""'T1082'"",)",0.7176470588235294,0.08176943699731903,1.6472760180995476
"(""'T1082'"", ""'T1132'"") -> (""'T1059'"",)",0.8356164383561644,0.08176943699731903,1.4842139595564254
"(""'T1059'"", ""'T1124'"") -> (""'T1082'"",)",0.8478260869565217,0.05227882037533512,1.9460869565217391
"(""'T1082'"", ""'T1124'"") -> (""'T1059'"",)",0.7222222222222222,0.05227882037533512,1.2828042328042326
"(""'T1082'"", ""'T1113'"") -> (""'T1059'"",)",0.7222222222222222,0.0871313672922252,1.2828042328042328
"(""'T1082'"", ""'T1112'"") -> (""'T1059'"",)",0.775,0.08310991957104558,1.376547619047619
"(""'T1082'"", ""'T1106'"") -> (""'T1059'"",)",0.7708333333333334,0.09919571045576407,1.3691468253968253
"(""'T1059'"", ""'T1082'"") -> (""'T1105'"",)",0.762114537444934,0.23190348525469168,1.4577883203433863
"(""'T1082'"", ""'T1105'"") -> (""'T1059'"",)",0.7489177489177489,0.23190348525469168,1.3302205730777157
"(""'T1059'"", ""'T1087'"") -> (""'T1082'"",)",0.7037037037037037,0.05093833780160858,1.6152706552706555
"(""'T1082'"", ""'T1087'"") -> (""'T1059'"",)",0.7450980392156863,0.05093833780160858,1.3234360410830999
"(""'T1059'"", ""'T1083'"") -> (""'T1082'"",)",0.726775956284153,0.17828418230563003,1.6682303488860868
"(""'T1082'"", ""'T1083'"") -> (""'T1059'"",)",0.7112299465240641,0.17828418230563003,1.2632798573975044
"(""'T1074'"", ""'T1547'"") -> (""'T1059'"",)",0.7924528301886793,0.05630026809651475,1.4075471698113209
"(""'T1059'"", ""'T1074'"") -> (""'T1105'"",)",0.7538461538461538,0.06568364611260054,1.4419723865877712
"(""'T1074'"", ""'T1105'"") -> (""'T1059'"",)",0.8305084745762712,0.06568364611260054,1.475141242937853
"(""'T1074'"", ""'T1082'"") -> (""'T1059'"",)",0.7962962962962963,0.057640750670241284,1.4143738977072309
"(""'T1057'"", ""'T1140'"") -> (""'T1083'"",)",0.7096774193548387,0.08847184986595175,1.946394686907021
"(""'T1071'"", ""'T1102'"") -> (""'T1059'"",)",0.8181818181818182,0.06032171581769437,1.4532467532467532
"(""'T1071'"", ""'T1083'"") -> (""'T1059'"",)",0.7267080745341615,0.15683646112600536,1.2907719609582962
"(""'T1057'"", ""'T1204'"") -> (""'T1566'"",)",0.8070175438596491,0.06166219839142091,4.855121675155631
"(""'T1057'"", ""'T1566'"") -> (""'T1204'"",)",0.9583333333333334,0.06166219839142091,4.896689497716895
"(""'T1057'"", ""'T1204'"") -> (""'T1547'"",)",0.7543859649122807,0.057640750670241284,2.3745651047449847
"(""'T1057'"", ""'T1573'"") -> (""'T1105'"",)",0.7619047619047619,0.08579088471849866,1.4573870573870573
"(""'T1057'"", ""'T1566'"") -> (""'T1105'"",)",0.8333333333333334,0.05361930294906166,1.594017094017094
"(""'T1057'"", ""'T1562'"") -> (""'T1105'"",)",0.8,0.05361930294906166,1.5302564102564102
